"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"Abca7","OK",1.19426859679534e-18,8.7372499019393,0.021140807895156,"Abca7",2.05278564679192e-18
"Kdm4a","OK",1.24715938521893e-18,8.73235138779773,0.0211280841763385,"Kdm4a",2.14349143110623e-18
"Fam219b","OK",1.2757619039325e-18,8.72978713722353,0.0211222208804499,"Fam219b",2.19243955372695e-18
"S1pr2","OK",1.3742895693887e-18,8.72136908005532,0.0210976083070738,"S1pr2",2.36153540072288e-18
"Clic5","OK",1.42743268197165e-18,8.71707282096955,0.0210469919312963,"Clic5",2.45261884426897e-18
"Git1","OK",1.51980889766817e-18,8.70996755751911,0.0210739408181852,"Git1",2.61108870644116e-18
"Akr1b8","OK",1.54817290861077e-18,8.70787130111346,0.0179710863032486,"Akr1b8",2.65956329115811e-18
"Rnf121","OK",1.55149026915259e-18,8.70762861083606,0.021068000197652,"Rnf121",2.66500574365645e-18
"Cryz","OK",1.58212072105066e-18,8.70541166023157,0.0210591839048289,"Cryz",2.71735852637465e-18
"Zfp384","OK",1.59960719252141e-18,8.70416496117061,0.0210598266187495,"Zfp384",2.74712807493411e-18
"Ipp","OK",1.72327607486066e-18,8.6957141173088,0.021036391999498,"Ipp",2.95922955970544e-18
"Gm49024","OK",1.73150446251709e-18,8.69517327818615,0.0208625293539762,"Gm49024",2.97307356947339e-18
"Lsr","OK",1.73766785361446e-18,8.69476982764153,0.0209743981932479,"Lsr",2.98336956332443e-18
"Tmem86a","OK",1.76074717530236e-18,8.69327152232148,0.0210236720631652,"Tmem86a",3.02270343206044e-18
"Hoxa5","OK",1.79502570185186e-18,8.69108157465611,0.021017700869987,"Hoxa5",3.0812537494591e-18
"Kifc3","OK",1.80476427410199e-18,8.69046693629408,0.0210128622938549,"Kifc3",3.09767276993633e-18
"Tmem204","OK",1.84177282334095e-18,8.6881606777973,0.0202335789137709,"Tmem204",3.1608899531084e-18
"Trpm4","OK",1.87560769767983e-18,8.68609188109902,0.0210005317771183,"Trpm4",3.21864878186453e-18
"Fndc7","OK",1.90658945999958e-18,8.68422959772102,0.0188828188560024,"Fndc7",3.27150088068144e-18
"Kidins220","OK",1.95560271198417e-18,8.68134362096838,0.0210052346708995,"Kidins220",3.35527993403067e-18
"Ptprm","OK",1.96413057780313e-18,8.68084879002421,0.0209522191267518,"Ptprm",3.36958770307263e-18
"Zbtb22","OK",1.9762744501579e-18,8.68014778812321,0.0210016970792446,"Zbtb22",3.39009561092785e-18
"Meiob","OK",1.99803079090921e-18,8.67890247679382,0.0205085072549251,"Meiob",3.4270871969696e-18
"Ccdc134","OK",2.03386542047732e-18,8.67688023213799,0.0209919946131934,"Ccdc134",3.48821689660083e-18
"Bcar3","OK",2.10075895049776e-18,8.67319763806763,0.0208166331037359,"Bcar3",3.60259785835794e-18
"Hdac4","OK",2.17755026765547e-18,8.66911026606064,0.0209741593829563,"Hdac4",3.73392897072098e-18
"Creb3l4","OK",2.21571067798133e-18,8.66713173593072,0.0197552381673658,"Creb3l4",3.79899932777155e-18
"Kdm5d","OK",2.27921004867238e-18,8.66391282505544,0.0209621091890415,"Kdm5d",3.90749853693386e-18
"Fastkd1","OK",2.35890535384742e-18,8.65999593858412,0.0209510840505125,"Fastkd1",4.04374070976781e-18
"Hotairm1","OK",2.42412246625773e-18,8.65688662597075,0.0209328654018504,"Hotairm1",4.1551399486416e-18
"Mmab","OK",2.47519727121106e-18,8.65450869266931,0.0209378162448566,"Mmab",4.24227908508237e-18
"Tpk1","OK",2.51546827243532e-18,8.65266766807724,0.0209282463842235,"Tpk1",4.31088646746209e-18
"Fbrs","OK",2.58588674978731e-18,8.649517258658,0.0209279814740571,"Fbrs",4.43114099639719e-18
"Gas8","OK",2.59212687158124e-18,8.64924218294402,0.0209244947801355,"Gas8",4.44140782879875e-18
"Sos2","OK",2.73560029932601e-18,8.64309163268572,0.0209121830407939,"Sos2",4.68678873231611e-18
"Slc35a2","OK",2.73831624253254e-18,8.64297829994363,0.0209112525492802,"Slc35a2",4.69099182497733e-18
"Gm15816","OK",2.81636194461518e-18,8.63976809375723,0.0196036587411756,"Gm15816",4.82422865613683e-18
"Ttll5","OK",2.99438607661979e-18,8.63276246123221,0.0208844339819688,"Ttll5",5.1286794804213e-18
"Zfp746","OK",2.99595368006703e-18,8.63270261696391,0.0208871935643451,"Zfp746",5.13087234103539e-18
"Cdk5","OK",3.09044829430344e-18,8.62915115082691,0.020877839971219,"Cdk5",5.29219638392609e-18
"Cadps2","OK",3.20908865969397e-18,8.62484098076227,0.0207799454141445,"Cadps2",5.49483359285471e-18
"Pdss2","OK",3.21379192729271e-18,8.62467337111875,0.0208658645729215,"Pdss2",5.50235931641459e-18
"Slc30a6","OK",3.234651034752e-18,8.62393292451981,0.0208637504002553,"Slc30a6",5.53754149057093e-18
"Tsc2","OK",3.25271018755194e-18,8.62329566607795,0.0208630037298274,"Tsc2",5.56792401413689e-18
"Inpp5a","OK",3.26309574264097e-18,8.62293076787646,0.0208585479768293,"Inpp5a",5.58516646231792e-18
"Rad51c","OK",3.28210605606494e-18,8.62226579716191,0.0208444443821532,"Rad51c",5.6171664643281e-18
"Bnip3","OK",3.46289025153236e-18,8.61612556321347,0.0208455953579299,"Bnip3",5.92600201246804e-18
"Tceal1","OK",3.5788028212054e-18,8.6123529844913,0.020823736367104,"Tceal1",6.12377499127214e-18
"Sec23a","OK",3.79050848518652e-18,8.60576389522802,0.0208203724185254,"Sec23a",6.48540822350508e-18
"Gm44777","OK",3.92740882827223e-18,8.60169372664863,0.0208073364707439,"Gm44777",6.71899552295371e-18
"Rrnad1","OK",3.99730966525238e-18,8.59966920618614,0.0208067211779223,"Rrnad1",6.83792656242742e-18
"Rps6kc1","OK",4.10217502461996e-18,8.59669662116181,0.0207926137681583,"Rps6kc1",7.01664052913398e-18
"Zyg11b","OK",4.22906112598405e-18,8.59319851612959,0.0207908766993977,"Zyg11b",7.23298244100259e-18
"Ppef2","OK",4.261683712972e-18,8.59231588898995,0.0195040355659396,"Ppef2",7.28807904146002e-18
"Peg12","OK",4.81632101428834e-18,8.57825118023423,0.020746863435129,"Peg12",8.23579825681495e-18
"Zfp395","OK",5.04297966486632e-18,8.57295880142687,0.0207410644839431,"Zfp395",8.62255374196722e-18
"Tuft1","OK",5.05359748776232e-18,8.57271667273031,0.0207330831470439,"Tuft1",8.63988105819905e-18
"Zfp26","OK",5.09319470826554e-18,8.57181810443212,0.0207386737933059,"Zfp26",8.70674493107249e-18
"Zfp281","OK",5.60938408384583e-18,8.56069649910957,0.0207120491767923,"Zfp281",9.58824563106839e-18
"Mrc2","OK",5.72632833932076e-18,8.55831752974051,0.017835002213918,"Mrc2",9.7872043077739e-18
"Gm5577","OK",5.86340056844497e-18,8.55558939333486,0.0206790585150297,"Gm5577",1.00205235169243e-17
"Gm20658","OK",5.87493639043953e-18,8.55536267595405,0.0203692812471855,"Gm20658",1.00392774851076e-17
"Kif13a","OK",6.11491551963915e-18,8.55074333283239,0.0206871677932656,"Kif13a",1.04483616786486e-17
"Bmt2","OK",6.30796722636651e-18,8.54715533756711,0.0206779301800401,"Bmt2",1.07771918775165e-17
"Ddhd1","OK",6.45415841558879e-18,8.54450965874743,0.0206715750040494,"Ddhd1",1.10259054088387e-17
"Sec16a","OK",7.02979766937495e-18,8.53463716023482,0.0206486657702217,"Sec16a",1.20081450576152e-17
"Zfp524","OK",7.10338140315772e-18,8.53343309408272,0.0206454320703705,"Zfp524",1.21326786992152e-17
"4930449C09Rik","OK",7.34901090803188e-18,8.52950108586525,0.0203210775470392,"4930449C09Rik",1.25510170992198e-17
"Gnao1","OK",7.65073820509218e-18,8.52484486030427,0.0199716006466043,"Gnao1",1.30650730163264e-17
"Pced1b","OK",7.88676845005125e-18,8.52132709072679,0.0206098400826687,"Pced1b",1.34668513002644e-17
"Exog","OK",8.16374202879657e-18,8.51732923761815,0.0206047258736099,"Exog",1.39384578290897e-17
"Slc25a29","OK",9.08085600779974e-18,8.50498624830827,0.0205594040666474,"Slc25a29",1.55028207096162e-17
"Polr3f","OK",9.13577084974715e-18,8.50428674863518,0.0205744542784736,"Polr3f",1.55950804440484e-17
"Snapc4","OK",9.7257122626618e-18,8.49702339414556,0.0205551991604632,"Snapc4",1.66005443275234e-17
"Cep63","OK",9.74676461682691e-18,8.49677230428834,0.0205568810717099,"Cep63",1.66348881204044e-17
"Homer1","OK",9.89223443440671e-18,8.49505178280742,0.0205459073657901,"Homer1",1.68815494280047e-17
"Adamts5","OK",1.05070463253407e-17,8.48804570640627,0.0200743091964252,"Adamts5",1.79290407342117e-17
"Prkab2","OK",1.05230441389543e-17,8.48786885258925,0.0205282911179981,"Prkab2",1.79546236053869e-17
"Pdgfd","OK",1.06248380780346e-17,8.48674970967872,0.020458544200406,"Pdgfd",1.81265746308388e-17
"Clcn4","OK",1.09466485269416e-17,8.48327999463168,0.0205244552224443,"Clcn4",1.86738175606696e-17
"Snx11","OK",1.13682375396262e-17,8.47888372904289,0.0205116945632295,"Snx11",1.93911513104283e-17
"Gm15417","OK",1.19271014216559e-17,8.47329765129336,0.0204880570477685,"Gm15417",2.03424796379861e-17
"Trip10","OK",1.2233532874692e-17,8.47034339571268,0.0204897767129858,"Trip10",2.08631267770364e-17
"Krt8","OK",1.25834741732365e-17,8.467057678805,0.0203581435487193,"Krt8",2.14578693077275e-17
"Acot2","OK",1.35590171714939e-17,8.45835293022834,0.0204624474676429,"Acot2",2.311919874601e-17
"Shroom4","OK",1.36622078575797e-17,8.45746856904116,0.0204001372197986,"Shroom4",2.32929231626267e-17
"Clk2","OK",1.41037127535346e-17,8.45375775053236,0.0204522558370739,"Clk2",2.40433568218188e-17
"Npas2","OK",1.45283769552966e-17,8.45029506104671,0.0201559455000194,"Npas2",2.47649407315684e-17
"Csmd1","OK",1.48288887881863e-17,8.44790451728966,0.0203433044764051,"Csmd1",2.5274778093932e-17
"Spsb2","OK",1.52607681491154e-17,8.44455135663364,0.0204288049396638,"Spsb2",2.60084033185469e-17
"1700113A16Rik","OK",1.56968945687859e-17,8.4412589104275,0.0204175859272404,"1700113A16Rik",2.67491259641171e-17
"Eps8l1","OK",1.6103438371768e-17,8.43827007227746,0.0204086858549678,"Eps8l1",2.74393002462938e-17
"Jkamp","OK",1.62757648448061e-17,8.43702556033099,0.0204121475897244,"Jkamp",2.77302885292303e-17
"Nlgn2","OK",1.76671216917127e-17,8.4274290342002,0.0203852616905183,"Nlgn2",3.00979801862346e-17
"Zfp444","OK",1.77481457094845e-17,8.42689341146257,0.0203871174687765,"Zfp444",3.02331299337738e-17
"2410131K14Rik","OK",1.81591947700304e-17,8.42421273075869,0.0203702567682864,"2410131K14Rik",3.09303823937027e-17
"Dusp28","OK",1.90366772180403e-17,8.41868501129108,0.0203649375099448,"Dusp28",3.24218976193956e-17
"Ralgds","OK",1.94933065700918e-17,8.41590711771218,0.0203487931609978,"Ralgds",3.31964300596233e-17
"Gm42067","OK",1.99780101741652e-17,8.41302780491326,0.0203497157920852,"Gm42067",3.40186197273471e-17
"Ptpdc1","OK",2.12792511109039e-17,8.40562609350406,0.0203150711843335,"Ptpdc1",3.62309224511043e-17
"Strada","OK",2.26950555997914e-17,8.39806366100737,0.0203168885845962,"Strada",3.8637845372419e-17
"Slc37a1","OK",2.38089815895368e-17,8.39243392672527,0.020300046687603,"Slc37a1",4.0530416757939e-17
"Chmp7","OK",2.47813222003113e-17,8.38772820505259,0.0202922841243795,"Chmp7",4.21816272565153e-17
"Hivep2","OK",2.51958915479901e-17,8.38577700275654,0.0202794965527765,"Hivep2",4.28832009106599e-17
"Stard9","OK",2.63578689708809e-17,8.38047230071404,0.0202579725116732,"Stard9",4.4856602053646e-17
"Hfm1","OK",2.66699577407858e-17,8.379086827488,0.0186772109821865,"Hfm1",4.53833992656212e-17
"Vdr","OK",2.85664691436239e-17,8.37099664157851,0.0202152124913319,"Vdr",4.86059996604402e-17
"Atg2a","OK",2.98681605697384e-17,8.36574488841634,0.0202380588336395,"Atg2a",5.08159931042162e-17
"Unk","OK",3.17483854419737e-17,8.35854448879982,0.0202208819378955,"Unk",5.40097557256818e-17
"Trim30c","OK",3.22285338409472e-17,8.35677317126676,0.0199482851362678,"Trim30c",5.48213530684327e-17
"Pdgfc","OK",3.32854377498199e-17,8.35296412287244,0.0171843696503198,"Pdgfc",5.66137745499079e-17
"1700063H04Rik","OK",3.35990986896339e-17,8.35185663363884,0.0196949663070098,"1700063H04Rik",5.7141824921262e-17
"Gm30329","OK",3.37089548443974e-17,8.35147115782461,0.0199589974185058,"Gm30329",5.73231979209764e-17
"Trim34a","OK",3.4350077495877e-17,8.34924593426721,0.0201966734999613,"Trim34a",5.84078866989306e-17
"Gm13814","OK",3.50358491446926e-17,8.34691063170706,0.0182348276898816,"Gm13814",5.95682815951128e-17
"Celsr2","OK",3.53458782697843e-17,8.34586962929239,0.0201610509786692,"Celsr2",6.00896753945814e-17
"2310057M21Rik","OK",3.70281918073645e-17,8.34037328306833,0.0201766446857045,"2310057M21Rik",6.29436966959568e-17
"AU022252","OK",3.73712270391425e-17,8.33928281984102,0.0201741053090838,"AU022252",6.35147262744619e-17
"Cysltr2","OK",3.73682495139539e-17,8.33929224245821,0.0201377187138465,"Cysltr2",6.35147262744619e-17
"Slc26a11","OK",3.91168395229976e-17,8.33388233401308,0.0201157815417921,"Slc26a11",6.64751771853853e-17
"Camk2n2","OK",3.98615314591001e-17,8.33165041666764,0.0201102916596623,"Camk2n2",6.77342616867811e-17
"Dll1","OK",3.99373769961439e-17,8.33142541161318,0.0169924089699114,"Dll1",6.78566849751817e-17
"Vegfc","OK",4.08743662210188e-17,8.32867995876791,0.0200963313240798,"Vegfc",6.94420953520904e-17
"Man2b2","OK",4.12273204909639e-17,8.32766183889088,0.0201434776467227,"Man2b2",7.00350724482188e-17
"Apba3","OK",4.21234498911507e-17,8.3251150193259,0.0201379027039836,"Apba3",7.15505698693229e-17
"Epc1","OK",4.21370618584304e-17,8.32507674718578,0.0201405573894933,"Epc1",7.15668842348748e-17
"Rras2","OK",4.25315471706939e-17,8.32397285544326,0.0201201359056155,"Rras2",7.22300210081231e-17
"Taf4b","OK",4.45603092521423e-17,8.31845061532587,0.0201194432155225,"Taf4b",7.56682098444433e-17
"Paxx","OK",4.45985993180592e-17,8.31834879197978,0.0201241936165509,"Paxx",7.57260301598422e-17
"Arhgef7","OK",4.54618854988815e-17,8.31607568380626,0.0201176748407069,"Arhgef7",7.71845054781372e-17
"Srxn1","OK",4.78952828704129e-17,8.30989032410588,0.0200926322431654,"Srxn1",8.13081612911315e-17
"Endou","OK",4.94045595415652e-17,8.30620781666089,0.0200388768023681,"Endou",8.38623732395032e-17
"Hsh2d","OK",4.96496025365343e-17,8.3056204204793,0.0200876167341648,"Hsh2d",8.42703147405405e-17
"Gm26517","OK",5.03299882078863e-17,8.30400432420558,0.0200124863281391,"Gm26517",8.5417016003482e-17
"Robo4","OK",5.08445165818659e-17,8.30279642540309,0.0199671253967238,"Robo4",8.62820431048596e-17
"Nek4","OK",5.12595593602542e-17,8.30183082810347,0.0200805416055793,"Nek4",8.69780969705255e-17
"Phldb3","OK",5.13550049800012e-17,8.30160986427592,0.0200811815092588,"Phldb3",8.71317721772603e-17
"Trim5","OK",5.19245355249089e-17,8.3002997168937,0.0200776220902462,"Trim5",8.80897007636884e-17
"Egfl8","OK",5.21808540372232e-17,8.29971469933749,0.0200644741767742,"Egfl8",8.85161352821779e-17
"Clk4","OK",5.40383199859056e-17,8.29555804240282,0.0200690828933032,"Clk4",9.16583110103798e-17
"Gm5141","OK",5.47088443788992e-17,8.29409206497563,0.0200585714393134,"Gm5141",9.2786823529227e-17
"2810429I04Rik","OK",5.49224570938722e-17,8.29362875958227,0.0200024033773117,"2810429I04Rik",9.31402678985342e-17
"Nxpe5","OK",5.59535567909719e-17,8.2914171014872,0.0200294517272457,"Nxpe5",9.48798491008324e-17
"Rffl","OK",5.76947837380266e-17,8.28777193050042,0.0200489937969627,"Rffl",9.78231408694025e-17
"Gm17473","OK",5.79570359540972e-17,8.28723233821458,0.0200356406651198,"Gm17473",9.82584683030399e-17
"Ptdss1","OK",5.80513367641692e-17,8.28703889960561,0.0200473899009736,"Ptdss1",9.84090007851256e-17
"Tyw5","OK",6.28740613433017e-17,8.27753789546442,0.0200228854174976,"Tyw5",1.06574398398825e-16
"Rad54l2","OK",6.31221983841122e-17,8.27706870084868,0.0200230720817593,"Rad54l2",1.06984847768991e-16
"Sbk1","OK",6.378526476639e-17,8.27582379629584,0.0200096552157008,"Sbk1",1.08098409893999e-16
"Spink2","OK",6.3845270515456e-17,8.27571176607515,0.0192056123942695,"Spink2",1.08189836429977e-16
"Copz2","OK",6.56719630390347e-17,8.27235011798527,0.0200017089889718,"Copz2",1.11274723711017e-16
"Trim25","OK",6.68761441898654e-17,8.27018412555631,0.020007372483798,"Trim25",1.13304341057471e-16
"Hdhd5","OK",6.97557581213767e-17,8.26515656983548,0.0199886532587707,"Hdhd5",1.18171891888604e-16
"Lemd2","OK",7.52239600901736e-17,8.25614889936768,0.0199732267108809,"Lemd2",1.274233807503e-16
"Gm13919","OK",7.67198975808796e-17,8.25379707985761,0.0185749801980312,"Gm13919",1.29945054144246e-16
"Aasdh","OK",8.28891092935804e-17,8.24455339537571,0.0199420560168906,"Aasdh",1.40380901173452e-16
"Hist1h4f","OK",8.42500982690481e-17,8.24260566475204,0.0198755260319756,"Hist1h4f",1.42672340696656e-16
"Slc25a35","OK",8.69462164966801e-17,8.23883715263834,0.0199000504243656,"Slc25a35",1.47224090301907e-16
"Sec24a","OK",8.73534377997367e-17,8.23827799384995,0.019928932562455,"Sec24a",1.47899606149554e-16
"Nrde2","OK",8.73861594985863e-17,8.23823317503171,0.0199277713648877,"Nrde2",1.47940982319201e-16
"Rbm18","OK",8.74218669698602e-17,8.23818428548429,0.0199293944042155,"Rbm18",1.47987404949264e-16
"Mtcp1","OK",9.01037259382734e-17,8.23456752071265,0.0199157159298509,"Mtcp1",1.52512789454234e-16
"Cbx7","OK",1.03760012181891e-16,8.21765552617889,0.0198723547023752,"Cbx7",1.75611263983737e-16
"Zfp668","OK",1.04179762861724e-16,8.21717119758775,0.0198764966663308,"Zfp668",1.76304973462288e-16
"Gm16365","OK",1.04280997179758e-16,8.2170546764821,0.0181009807843283,"Gm16365",1.76459572544372e-16
"M1ap","OK",1.05978800089452e-16,8.21511694150536,0.0198572943354273,"M1ap",1.79315527313835e-16
"Plcb3","OK",1.064594841458e-16,8.21457388460229,0.0198703258843357,"Plcb3",1.80111777885548e-16
"Zfp54","OK",1.083325825718e-16,8.21248054926944,0.0198568386051533,"Zfp54",1.8326338847682e-16
"Etv5","OK",1.11499197718387e-16,8.20902144990779,0.0198381179990605,"Etv5",1.88602403111638e-16
"Msantd2","OK",1.15961892580789e-16,8.20430750812026,0.0198453422896526,"Msantd2",1.96132535240109e-16
"Fam214b","OK",1.16450374672472e-16,8.20380242490859,0.0198295873676885,"Fam214b",1.96940079666258e-16
"Vash1","OK",1.16784632778984e-16,8.20345800910878,0.0197980285255011,"Vash1",1.9748667330744e-16
"Gm20324","OK",1.21764725196552e-16,8.19843857362964,0.0198242561170639,"Gm20324",2.05888678970386e-16
"Etfrf1","OK",1.23959188247973e-16,8.19629069583119,0.019826593386177,"Etfrf1",2.0957939438801e-16
"Ptgds","OK",1.26190167729639e-16,8.19414516152329,0.0197280847266994,"Ptgds",2.13331144025333e-16
"Ppp1r3b","OK",1.28121724073155e-16,8.19231756977764,0.0198116223318041,"Ppp1r3b",2.16576040721483e-16
"4930524J08Rik","OK",1.33758652623148e-16,8.18713533076139,0.019796728181269,"4930524J08Rik",2.26083264924929e-16
"Serpina3i","OK",1.46457259072132e-16,8.17620868035401,0.01955031300472,"Serpina3i",2.47523439932734e-16
"Gm34574","OK",1.47161974743115e-16,8.175629980425,0.0194309070387136,"Gm34574",2.48690926091719e-16
"Sned1","OK",1.51080754638033e-16,8.17246095342695,0.0194220608996181,"Sned1",2.55289166153907e-16
"Myo5b","OK",1.55765819352078e-16,8.16877690768699,0.0194918193414479,"Myo5b",2.63180867342362e-16
"Nxt2","OK",1.57475852216291e-16,8.16745939315166,0.0197488123081588,"Nxt2",2.66044957405235e-16
"Ptch2","OK",1.59526306956489e-16,8.16589806352272,0.0180302585266001,"Ptch2",2.6948357131441e-16
"4833445I07Rik","OK",1.65746001570964e-16,8.16128026245161,0.0197350950477629,"4833445I07Rik",2.79963855297064e-16
"Cacfd1","OK",1.74210101082401e-16,8.1552632204267,0.0197262909855888,"Cacfd1",2.94232853719558e-16
"Psen1","OK",1.74757202972657e-16,8.15488426799423,0.0197273617050969,"Psen1",2.95128972849994e-16
"Phf7","OK",1.75473790895308e-16,8.15438968521749,0.0197241457561847,"Phf7",2.96311122503716e-16
"Neo1","OK",1.77394091508335e-16,8.15307406146466,0.0178700924923201,"Neo1",2.9952548740166e-16
"Mllt11","OK",1.77794412095069e-16,8.15280156514111,0.01971974787224,"Mllt11",3.00173038911499e-16
"Mgrn1","OK",1.82920110039739e-16,8.14936498810742,0.0197128084482332,"Mgrn1",3.08797641100265e-16
"Gm47071","OK",1.91486261689371e-16,8.14382819625656,0.0196703628229597,"Gm47071",3.23228085776038e-16
"C230035I16Rik","OK",1.97520795799666e-16,8.14007240210571,0.019671014186261,"C230035I16Rik",3.33382845873379e-16
"Mocs3","OK",2.00781145773018e-16,8.13809000373102,0.0196852736841698,"Mocs3",3.38853759436811e-16
"Igtp","OK",2.0280555270018e-16,8.13687500181908,0.0196815358992047,"Igtp",3.42237963306483e-16
"Sgsm2","OK",2.0633567447813e-16,8.1347846215434,0.0196745356868801,"Sgsm2",3.48162208097594e-16
"Mbd6","OK",2.09671725912145e-16,8.1328413042742,0.0196738587206156,"Mbd6",3.53757898258384e-16
"Depdc5","OK",2.11370584538561e-16,8.13186336390697,0.0196695471940769,"Depdc5",3.56590522319494e-16
"Pogz","OK",2.14664339601777e-16,8.12998920123306,0.0196663289158376,"Pogz",3.62113010385202e-16
"Adamts4","OK",2.17123956942793e-16,8.12860805900343,0.0168590024676883,"Adamts4",3.66227497831633e-16
"Top3a","OK",2.21688321757589e-16,8.12608541703888,0.0196528111048569,"Top3a",3.73890994264687e-16
"Fam13b","OK",2.34975236493468e-16,8.11902325471546,0.0196390059459972,"Fam13b",3.96262771344366e-16
"Zcchc2","OK",2.44245280645071e-16,8.11432546579362,0.0196279587540055,"Zcchc2",4.11856903695621e-16
"Snapin","OK",2.53680862125917e-16,8.10972088019863,0.0196178557722397,"Snapin",4.27727201350713e-16
"Cblb","OK",2.65330909277156e-16,8.10426304954791,0.019602562934206,"Cblb",4.47327924929739e-16
"Nanos1","OK",2.73289851097182e-16,8.10066856901483,0.019585906261927,"Nanos1",4.60702610038189e-16
"Pax9","OK",2.74317770802304e-16,8.10021187217729,0.0188222043968563,"Pax9",4.62391795069216e-16
"Rdh14","OK",2.74802816567713e-16,8.09999695536813,0.0195941996899711,"Rdh14",4.63165675828877e-16
"Magi3","OK",2.80916810786221e-16,8.09731952962683,0.0195790048723354,"Magi3",4.73425811440137e-16
"Zfp120","OK",2.89656002008634e-16,8.09359053564475,0.0195778018025267,"Zfp120",4.88107807121362e-16
"Stk35","OK",3.02916182502469e-16,8.0881390164276,0.019561601476386,"Stk35",5.10404764912878e-16
"Galt","OK",3.05445984743645e-16,8.08712572971552,0.0195627236776015,"Galt",5.14618852975166e-16
"Akap5","OK",3.06835379471687e-16,8.08657273411189,0.0195049790773988,"Akap5",5.16910955757462e-16
"Sprtn","OK",3.11771964457863e-16,8.08462767741298,0.0195550594791246,"Sprtn",5.25177845053101e-16
"Klhl18","OK",3.13420789894615e-16,8.0839847813341,0.0195527099622191,"Klhl18",5.27905487760816e-16
"AW554918","OK",3.19174598149033e-16,8.08176712104285,0.0195464755003518,"AW554918",5.37546128663107e-16
"Antxr1","OK",3.33263745832807e-16,8.07649892576282,0.0193794158471316,"Antxr1",5.61221804509957e-16
"Gm12454","OK",3.34219864727361e-16,8.07614940949252,0.0195320848228831,"Gm12454",5.62778857643404e-16
"Srl","OK",3.3713530343069e-16,8.07508969975706,0.0195162467310809,"Srl",5.67634522859308e-16
"Tnfrsf12a","OK",3.38521476882925e-16,8.07458901378398,0.0195243340005431,"Tnfrsf12a",5.69914692274902e-16
"Alg11","OK",3.41265837382293e-16,8.07360368161171,0.0195271638922007,"Alg11",5.74480779508942e-16
"Uba6","OK",3.42386530887434e-16,8.07320355234361,0.0195288924766557,"Uba6",5.76313011792524e-16
"U2af1l4","OK",3.44698680496175e-16,8.07238209070385,0.0195077322099141,"U2af1l4",5.80150196492431e-16
"Polk","OK",3.54227366919599e-16,8.0690530622883,0.0195176383225539,"Polk",5.96131412157663e-16
"Slc34a1","OK",3.64629032725879e-16,8.06551830758573,0.0193445112635485,"Slc34a1",6.1357862013111e-16
"Pex14","OK",3.69642400699092e-16,8.06384996982245,0.0195051710197165,"Pex14",6.21956249678264e-16
"Fgf13","OK",3.80731257936199e-16,8.0602376745103,0.0191666572129273,"Fgf13",6.40493550817877e-16
"Iigp1","OK",3.80725098366884e-16,8.06023965212744,0.0193723422627976,"Iigp1",6.40493550817877e-16
"Gal3st2c","OK",3.93206439544033e-16,8.05629565654047,0.0173285083612045,"Gal3st2c",6.61417896186954e-16
"Rrad","OK",4.13206162090752e-16,8.05022608597903,0.019464856313158,"Rrad",6.94994240796641e-16
"E130311K13Rik","OK",4.1957749386964e-16,8.04835317645568,0.0194629145869239,"E130311K13Rik",7.05644077880959e-16
"Ift88","OK",4.46581905773868e-16,8.04071416301626,0.0194451952089096,"Ift88",7.50989289568315e-16
"Ppp1r12b","OK",4.70542741797603e-16,8.03430796413077,0.0194306117614979,"Ppp1r12b",7.91208250236643e-16
"Fads6","OK",4.74645210149374e-16,8.03324344412394,0.0194108273799806,"Fads6",7.98031331957981e-16
"Frmd6","OK",4.83370055802255e-16,8.03100931655681,0.0194209851476625,"Frmd6",8.12624101155274e-16
"Gm49289","OK",4.98939821960239e-16,8.02711938996659,0.0171276402322188,"Gm49289",8.38720470669043e-16
"Prdm2","OK",5.12904974301917e-16,8.02373077662671,0.0194085019280389,"Prdm2",8.62114817511336e-16
"Zfp7","OK",5.13903299604332e-16,8.02349202802251,0.0194026321129513,"Zfp7",8.63711559159963e-16
"Fut10","OK",5.39258999716355e-16,8.01757662974672,0.0193799747353113,"Fut10",9.06241317016504e-16
"Acadsb","OK",5.48275903737276e-16,8.01553886945447,0.0193875915188754,"Acadsb",9.2130780625179e-16
"Glis2","OK",5.5122928213368e-16,8.01487859768379,0.0193562128914232,"Glis2",9.2618343678854e-16
"Rtl5","OK",5.62549742888843e-16,8.01237961631675,0.0193510632317253,"Rtl5",9.45115320625762e-16
"Zfp2","OK",5.68312787667486e-16,8.01112639528962,0.0193660414758184,"Zfp2",9.54707748561155e-16
"Layn","OK",6.54417534842041e-16,7.99376087255749,0.0193240459165958,"Layn",1.09925157587886e-15
"Rtkn","OK",6.65547064353752e-16,7.99168256693344,0.0193115647638099,"Rtkn",1.11784115699179e-15
"Arpin","OK",7.30005085984016e-16,7.98028058532527,0.0191980886135385,"Arpin",1.22598841739595e-15
"Mief1","OK",7.42549032763257e-16,7.97817743451581,0.0192976244387183,"Mief1",1.24693776926366e-15
"Zfp90","OK",7.51924026718575e-16,7.97662832516127,0.0192914867682675,"Zfp90",1.26256216558547e-15
"Ccdc88b","OK",7.62859049725659e-16,7.97484529645271,0.0192893634987468,"Ccdc88b",1.28080283623677e-15
"Zdhhc18","OK",7.73203104082864e-16,7.9731816493366,0.0192861725134191,"Zdhhc18",1.29804796350967e-15
