"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"Il1r2","OK",0,92.4698256915942,0.222507067314184,"Il1r2",0
"Il1rl1","OK",0,138.109430892095,0.335165931274448,"Il1rl1",0
"Il18rap","OK",0,65.8487113201206,0.159599241083569,"Il18rap",0
"Mrps9","OK",0,46.1571940332459,0.111974286500448,"Mrps9",0
"Fhl2","OK",0,87.860273683937,0.213145566256736,"Fhl2",0
"Tex30","OK",0,81.1245038572463,0.196854688836421,"Tex30",0
"Col3a1","OK",0,48.1808871506566,0.100605276075441,"Col3a1",0
"Wdr75","OK",0,40.7713417897059,0.0989017001100717,"Wdr75",0
"Slc40a1","OK",0,125.999023960222,0.305753734120927,"Slc40a1",0
"Cavin2","OK",0,289.369907408468,0.702279713215054,"Cavin2",0
"Asnsd1","OK",0,52.2348261844599,0.126728515961025,"Asnsd1",0
"Stk17b","OK",0,61.3689736805376,0.14889145855899,"Stk17b",0
"Pgap1","OK",0,48.1305632364341,0.114886080754164,"Pgap1",0
"Ankrd44","OK",0,54.6340140883236,0.13254828523634,"Ankrd44",0
"Hspd1","OK",0,176.586213719761,0.428489559848638,"Hspd1",0
"Hspe1","OK",0,197.754587012399,0.479788824700624,"Hspe1",0
"Sgo2a","OK",0,161.224743073706,0.39126403617356,"Sgo2a",0
"Bzw1","OK",0,71.1006599870891,0.172492566913584,"Bzw1",0
"Ppil3","OK",0,41.4234331876033,0.10048442414563,"Ppil3",0
"Orc2","OK",0,72.1170244155997,0.174990752266545,"Orc2",0
"Ndufb3","OK",0,83.5862682821009,0.202805013314538,"Ndufb3",0
"Casp8","OK",0,54.5571340432092,0.132364866200599,"Casp8",0
"Gm973","OK",0,79.114928322358,0.191280399856218,"Gm973",0
"Sumo1","OK",0,84.1640985026339,0.204199305908919,"Sumo1",0
"Nop58","OK",0,109.630425932212,0.26602075936372,"Nop58",0
"Wdr12","OK",0,83.0238712534677,0.201456397757892,"Wdr12",0
"Raph1","OK",0,45.5580879963158,0.11048472975748,"Raph1",0
"Pard3b","OK",0,78.1369923779479,0.189573970705327,"Pard3b",0
"Gm20342","OK",0,92.0301806041529,0.223328049216143,"Gm20342",0
"Ndufs1","OK",0,40.4581037037262,0.0981412500712556,"Ndufs1",0
"Eef1b2","OK",0,224.956117560335,0.545130440520498,"Eef1b2",0
"Adam23","OK",0,41.599234495968,0.0937555416854617,"Adam23",0
"Fastkd2","OK",0,39.4857643445637,0.0957768375132586,"Fastkd2",0
"Klf7","OK",0,69.7917746015001,0.169331466893878,"Klf7",0
"Idh1","OK",0,106.830983903384,0.259252097893493,"Idh1",0
"Acadl","OK",0,60.0601272185228,0.14572244557184,"Acadl",0
"Ikzf2","OK",0,143.821445207046,0.349043365321273,"Ikzf2",0
"Bard1","OK",0,82.2501599323934,0.199566902621788,"Bard1",0
"Atic","OK",0,78.0323874518481,0.189345310976394,"Atic",0
"Fn1","OK",0,167.043420971935,0.404171684172063,"Fn1",0
"Pecr","OK",0,41.7266328178436,0.101215573796218,"Pecr",0
"Xrcc5","OK",0,77.40080049232,0.187802067211569,"Xrcc5",0
"Rpl37a","OK",0,234.855479730743,0.568780595386549,"Rpl37a",0
"Igfbp5","OK",0,42.9239965325261,0.0928526164276592,"Igfbp5",0
"Tns1","OK",0,66.3331928119601,0.160948548415304,"Tns1",0
"Cxcr2","OK",0,122.317937802789,0.296785038833585,"Cxcr2",0
"Arpc2","OK",0,136.093256927193,0.330103972414264,"Arpc2",0
"Aamp","OK",0,43.514311934175,0.105554270389606,"Aamp",0
"Slc11a1","OK",0,122.002310597004,0.294062988719319,"Slc11a1",0
"Cnot9","OK",0,48.5346476240236,0.117745375045842,"Cnot9",0
"Abcb6","OK",0,50.8604158311916,0.123369233845059,"Abcb6",0
"Stk16","OK",0,46.6890372953291,0.113260102744808,"Stk16",0
"Tuba4a","OK",0,125.315788882572,0.304091029315126,"Tuba4a",0
"Farsb","OK",0,54.5831303176757,0.132428959982068,"Farsb",0
"Wdfy1","OK",0,52.6381625986122,0.127707024392816,"Wdfy1",0
"Mrpl44","OK",0,43.569177554701,0.105693382760036,"Mrpl44",0
"Serpine2","OK",0,114.356617865335,0.277464013644683,"Serpine2",0
"Dock10","OK",0,78.5149149063608,0.19052035586875,"Dock10",0
"Irs1","OK",0,43.2915383184532,0.093786773751057,"Irs1",0
"Mff","OK",0,37.6771755329183,0.0913881694232288,"Mff",0
"Pid1","OK",0,161.548347076073,0.389629363419981,"Pid1",0
"Sp110","OK",0,48.2895061929429,0.117150964554951,"Sp110",0
"Itm2c","OK",0,64.942651085437,0.15757528436665,"Itm2c",0
"Psmd1","OK",0,58.3028994650577,0.141456100425606,"Psmd1",0
"Ncl","OK",0,180.099862465201,0.436861210767456,"Ncl",0
"Ptma","OK",0,275.552204331215,0.667791150951246,"Ptma",0
"Pde6d","OK",0,55.6593594715216,0.135041260138875,"Pde6d",0
"Eif4e2","OK",0,60.8215236839286,0.14756715909703,"Eif4e2",0
"Dgkd","OK",0,66.5304823472206,0.161428142379936,"Dgkd",0
